74.1,9,47.5,74.3
77.6,6.1,50.8,51.5
76.1,5,45.1,38.1
76,8.1,50.6,23.5
76.4,7.5,47.2,12.3
78.6,5.8,46.3,51.6
76.2,8.8,47.8,29
74.9,6,47.7,28.4
77.1,7.9,51,32.3
75,7.9,50.9,12.4
78,9,49.2,56.6
74.9,7.3,47.2,40.8
78.9,9.5,52,45.6
77.1,7.6,45.3,33.9
75,8.8,45.8,35.3
75,8.6,51,55.7
78.5,8,49.8,27.8
75.2,7.3,48.3,66.6
78,7.7,49.3,22.2
74.8,8.6,50.2,71.1
